8.470028042793273926e-01,1.458678245544433594e-01,6.517153698951005936e-03,5.890448228456079960e-04,2.324876550119370222e-05
6.558573842048645020e-01,3.050500154495239258e-01,3.589631244540214539e-02,3.042676951736211777e-03,1.536262861918658018e-04
8.017053604125976562e-01,1.795591562986373901e-01,1.672919094562530518e-02,1.504332642070949078e-03,5.019391537643969059e-04
8.983702063560485840e-01,9.316440671682357788e-02,7.370643317699432373e-03,5.871616303920745850e-04,5.075648077763617039e-04
8.775073885917663574e-01,1.073091626167297363e-01,1.199489179998636246e-02,1.426227623596787453e-03,1.762441475875675678e-03
8.500605821609497070e-01,1.280514150857925415e-01,1.584611833095550537e-02,2.871277043595910072e-03,3.170527517795562744e-03
7.759747505187988281e-01,1.797314733266830444e-01,3.305616229772567749e-02,6.512236781418323517e-03,4.725332837551832199e-03
7.504234313964843750e-01,2.085018754005432129e-01,3.358575329184532166e-02,5.908273160457611084e-03,1.580699346959590912e-03
7.716318368911743164e-01,2.075206190347671509e-01,1.850397139787673950e-02,2.071887953206896782e-03,2.716814633458852768e-04
8.566527962684631348e-01,1.367725729942321777e-01,6.395463366061449051e-03,1.663404982537031174e-04,1.285051894228672609e-05
7.551472187042236328e-01,2.118192613124847412e-01,3.167178854346275330e-02,1.250268425792455673e-03,1.114596016122959554e-04
6.893149018287658691e-01,2.413576245307922363e-01,6.154649704694747925e-02,5.501082167029380798e-03,2.279883949086070061e-03
6.285353899002075195e-01,2.246298044919967651e-01,1.197317019104957581e-01,1.855588331818580627e-02,8.547158911824226379e-03
4.508396685123443604e-01,2.112981677055358887e-01,1.885457187891006470e-01,8.553814888000488281e-02,6.377831101417541504e-02
4.887720644474029541e-01,2.428161501884460449e-01,1.576422452926635742e-01,7.025700807571411133e-02,4.051257669925689697e-02
4.276697933673858643e-01,2.560558915138244629e-01,1.629365831613540649e-01,1.073071733117103577e-01,4.603055119514465332e-02
4.247611463069915771e-01,2.821964621543884277e-01,1.603713929653167725e-01,9.783422946929931641e-02,3.483678773045539856e-02
6.643363833427429199e-01,2.494287192821502686e-01,6.367971748113632202e-02,1.782002300024032593e-02,4.735168069601058960e-03
9.276000261306762695e-01,5.640828981995582581e-02,1.510874833911657333e-02,7.217857637442648411e-04,1.611652696738019586e-04
9.148060679435729980e-01,4.870772361755371094e-02,3.204293921589851379e-02,2.989413915202021599e-03,1.453914912417531013e-03
9.412972927093505859e-01,3.055563569068908691e-02,2.476411312818527222e-02,2.521926304325461388e-03,8.611314697191119194e-04
8.619506359100341797e-01,6.920529156923294067e-02,5.058541148900985718e-02,1.393326278775930405e-02,4.325335845351219177e-03
7.350562810897827148e-01,9.471310675144195557e-02,8.347417414188385010e-02,5.598357319831848145e-02,3.077287040650844574e-02
7.645950913429260254e-01,5.661389604210853577e-02,7.161365449428558350e-02,6.888786703348159790e-02,3.828953579068183899e-02
6.678354144096374512e-01,6.425090879201889038e-02,8.887894451618194580e-02,1.066615283489227295e-01,7.237309962511062622e-02
6.853061318397521973e-01,1.297299116849899292e-01,1.031136959791183472e-01,5.818175151944160461e-02,2.366858907043933868e-02
8.384999036788940430e-01,1.097305193543434143e-01,3.876290097832679749e-02,1.004225946962833405e-02,2.964306389912962914e-03
8.193741440773010254e-01,1.524496525526046753e-01,2.654952369630336761e-02,1.561291748657822609e-03,6.534862041007727385e-05
7.370256185531616211e-01,1.831714510917663574e-01,7.100844383239746094e-02,7.897739298641681671e-03,8.967983303591609001e-04
7.457116246223449707e-01,1.676382869482040405e-01,7.571747899055480957e-02,9.051630273461341858e-03,1.880937255918979645e-03
6.449387073516845703e-01,2.203659415245056152e-01,1.069278344511985779e-01,2.248589508235454559e-02,5.281714722514152527e-03
5.856387019157409668e-01,1.970311552286148071e-01,1.366792023181915283e-01,5.974850431084632874e-02,2.090243063867092133e-02
4.978470206260681152e-01,2.055901736021041870e-01,1.638642847537994385e-01,9.389892220497131348e-02,3.879959508776664734e-02
4.416875541210174561e-01,1.835432946681976318e-01,1.748905330896377563e-01,1.269462257623672485e-01,7.293235510587692261e-02
4.113761484622955322e-01,2.564599514007568359e-01,1.845264136791229248e-01,1.009394973516464233e-01,4.669795930385589600e-02
4.972946643829345703e-01,2.973536849021911621e-01,1.358596235513687134e-01,4.886994138360023499e-02,2.062214538455009460e-02
9.917782545089721680e-01,7.988823577761650085e-03,2.236055297544226050e-04,9.137293091043829918e-06,1.251634813570490223e-07
9.035874605178833008e-01,8.482094109058380127e-02,1.134011428803205490e-02,2.484797732904553413e-04,2.880467263821628876e-06
6.662575006484985352e-01,2.297600060701370239e-01,9.568227082490921021e-02,7.998807355761528015e-03,3.013763343915343285e-04
4.802071452140808105e-01,2.796782553195953369e-01,1.919094026088714600e-01,4.475812613964080811e-02,3.447116818279027939e-03
4.374137520790100098e-01,2.716426849365234375e-01,2.092106938362121582e-01,7.203089445829391479e-02,9.701949544250965118e-03
6.897881627082824707e-01,1.981013119220733643e-01,7.255130261182785034e-02,3.092679381370544434e-02,8.632536977529525757e-03
6.876811981201171875e-01,1.989527791738510132e-01,7.189300656318664551e-02,3.291362151503562927e-02,8.559394627809524536e-03
5.740948319435119629e-01,2.173047512769699097e-01,1.408512443304061890e-01,5.683716014027595520e-02,1.091209705919027328e-02
5.921955108642578125e-01,2.518953084945678711e-01,1.171281933784484863e-01,3.206928446888923645e-02,6.711701862514019012e-03
9.379408359527587891e-01,5.987040325999259949e-02,2.116416115313768387e-03,7.130204176064580679e-05,9.840327948040794581e-07
6.371029019355773926e-01,2.934184074401855469e-01,6.823508441448211670e-02,1.231720205396413803e-03,1.188186433864757419e-05
4.007631242275238037e-01,3.312637805938720703e-01,2.449259161949157715e-01,2.241386473178863525e-02,6.333471974357962608e-04
2.345454245805740356e-01,3.483699262142181396e-01,3.337990641593933105e-01,7.982061803340911865e-02,3.464955370873212814e-03
1.313742399215698242e-01,3.479443490505218506e-01,3.816996514797210693e-01,1.312925070524215698e-01,7.689264602959156036e-03
2.107078135013580322e-01,2.920602560043334961e-01,3.100761175155639648e-01,1.598595678806304932e-01,2.729626744985580444e-02
3.001753389835357666e-01,2.981937229633331299e-01,2.358097136020660400e-01,1.368021070957183838e-01,2.901913598179817200e-02
3.377712368965148926e-01,3.355599641799926758e-01,2.455558180809020996e-01,7.013961672782897949e-02,1.097327470779418945e-02
6.045791506767272949e-01,2.585036158561706543e-01,1.039218753576278687e-01,2.711997553706169128e-02,5.875407718122005463e-03
9.956133365631103516e-01,4.378770943731069565e-03,7.754793841741047800e-06,2.970469736851555353e-08,1.655252046539601452e-09
9.886345863342285156e-01,1.123801991343498230e-02,1.238400436704978347e-04,2.813927494571544230e-06,6.829007475062098820e-07
9.782350063323974609e-01,2.117388509213924408e-02,5.597484414465725422e-04,2.347029294469393790e-05,7.978331268532201648e-06
9.614740014076232910e-01,3.694561123847961426e-02,1.372308237478137016e-03,1.607503654668107629e-04,4.718783384305424988e-05
9.360505342483520508e-01,5.979511514306068420e-02,2.938540885224938393e-03,9.367510792799293995e-04,2.791280567180365324e-04
9.268290400505065918e-01,6.947576999664306641e-02,2.922235988080501556e-03,6.938200094737112522e-04,7.917764742160215974e-05
8.925017714500427246e-01,1.042870655655860901e-01,2.783503616228699684e-03,4.054013988934457302e-04,2.229093115602154285e-05
9.366691112518310547e-01,6.261935085058212280e-02,6.701126112602651119e-04,4.011647979496046901e-05,1.215757492900593206e-06
9.582207202911376953e-01,4.126382246613502502e-02,4.918345948681235313e-04,2.301019230799283832e-05,6.951802902221970726e-07
8.165136575698852539e-01,5.210655182600021362e-02,6.186018511652946472e-02,3.203614801168441772e-02,3.748342394828796387e-02
6.411055326461791992e-01,8.684550970792770386e-02,1.166945695877075195e-01,6.434196978807449341e-02,9.101239591836929321e-02
5.077862143516540527e-01,8.566526323556900024e-02,1.781620681285858154e-01,9.804294258356094360e-02,1.303434818983078003e-01
4.880515038967132568e-01,7.267512381076812744e-02,1.663361191749572754e-01,1.103339940309524536e-01,1.626032739877700806e-01
4.238215684890747070e-01,5.220662429928779602e-02,1.622744798660278320e-01,1.132454872131347656e-01,2.484518587589263916e-01
4.133525788784027100e-01,3.984266519546508789e-02,1.563246250152587891e-01,1.053404957056045532e-01,2.851396799087524414e-01
