2.670000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,3.950000000000000178e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,3.950000000000000178e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,8.929999999999999716e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,8.929999999999999716e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,8.929999999999999716e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.202999999999999936e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.202999999999999936e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.202999999999999936e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.455000000000000071e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.455000000000000071e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.455000000000000071e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.198000000000000043e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,-7.357033900000000415e+01,4.550799599999999856e+01,1.700000000000000000e+01,1.198000000000000043e+01,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,-7.357065899999999203e+01,4.550796100000000166e+01,1.000000000000000000e+01,3.950000000000000178e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,-7.357065899999999203e+01,4.550796100000000166e+01,1.000000000000000000e+01,3.950000000000000178e+00,9.500000000000000111e-02
2.670000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,-7.357065899999999203e+01,4.550796100000000166e+01,1.000000000000000000e+01,8.929999999999999716e+00,9.500000000000000111e-02
