NoTroncon;DescriptionTroncon;DateCreation;NoHeure;NbMinDispo;TxOccupation
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;9;1440;0,0208
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;10;1440;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;11;1440;0,0833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;12;1440;0,134
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;13;1440;0,3194
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;14;1440;0,3861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;15;1440;0,4924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;16;1440;0,6549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;17;1440;0,9111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-17;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;13;1440;0,5549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;14;1440;0,5507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;15;1440;0,5347
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;16;1440;0,4486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;17;1440;0,6299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-18;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;9;1440;0,1014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;10;1440;0,1764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;11;1440;0,2097
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;12;1440;0,2111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;13;1440;0,2313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;14;1440;0,2243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;15;1440;0,2875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;16;1440;0,3438
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;17;1440;0,2667
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;18;1200;0,3167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;19;1200;0,375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-19;20;1200;0,4392
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;9;1440;0,2028
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;10;1440;0,3313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;11;1440;0,4486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;12;1440;0,3826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;13;1440;0,5313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;14;1440;0,4535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;15;1440;0,4361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;16;1440;0,4424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;17;1440;0,5201
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;18;1200;0,7333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;19;1200;0,7483
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-20;20;1200;0,7758
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;9;1440;0,1056
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;10;1440;0,1889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;11;1440;0,2771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;12;1440;0,4076
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;13;1440;0,4465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;14;1440;0,3722
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;15;1440;0,2639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;16;1440;0,4319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;17;1440;0,4451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;18;1200;0,7008
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;19;1200;0,7558
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-21;20;1200;0,6892
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;9;1440;0,1896
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;10;1440;0,4646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;11;1440;0,5486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;12;1440;0,4104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;13;1440;0,3479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;14;1440;0,3889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;15;1440;0,3535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;16;1440;0,2271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;17;1440;0,2479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;18;1200;0,6258
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;19;1200;0,8167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-22;20;1200;0,85
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;9;1440;0,1806
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;10;1440;0,2729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;11;1440;0,3556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;12;1440;0,3701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;13;1440;0,3993
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;14;1440;0,3778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;15;1440;0,3743
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;16;1440;0,384
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;17;1440;0,4333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;18;1200;0,8067
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;19;1200;0,9408
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-23;20;1200;0,8367
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;9;1440;0,1153
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;10;1440;0,1979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;11;1440;0,2736
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;12;1440;0,3465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;13;1440;0,4639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;14;1440;0,6743
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;15;1440;0,6757
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;16;1440;0,6486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;17;1440;0,834
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-24;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;13;1440;0,5021
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;14;1440;0,6875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;15;1440;0,7736
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;16;1440;0,6785
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;17;1440;0,7132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-25;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;9;1440;0,1979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;10;1440;0,3188
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;11;1440;0,341
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;12;1440;0,4792
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;13;1440;0,5271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;14;1440;0,516
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;15;1440;0,484
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;16;1440;0,4854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;17;1440;0,3132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;18;1200;0,2267
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;19;1200;0,5533
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-26;20;1200;0,725
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;9;1440;0,2549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;10;1440;0,6014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;11;1440;0,6125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;12;1440;0,4583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;13;1440;0,3549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;14;1440;0,4674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;15;1440;0,5882
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;16;1440;0,5139
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;17;1440;0,3243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;18;1200;0,23
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;19;1200;0,3508
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-27;20;1200;0,69
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;9;1440;0,1861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;10;1440;0,259
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;11;1440;0,3563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;12;1440;0,4417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;13;1440;0,4306
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;14;1440;0,2681
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;15;1440;0,2431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;16;1440;0,3479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;17;1440;0,3583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;18;1200;0,5508
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;19;1200;0,64
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-28;20;1200;0,7067
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;9;1440;0,2229
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;10;1440;0,2854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;11;1440;0,4583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;12;1440;0,6514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;13;1440;0,7069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;14;1440;0,75
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;15;1440;0,6674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;16;1440;0,4597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;17;1440;0,7965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;18;1200;0,8692
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;19;1200;0,7858
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-29;20;1200;0,845
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;9;1440;0,1653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;10;1440;0,291
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;11;1440;0,3465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;12;1440;0,3403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;13;1440;0,516
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;14;1440;0,5146
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;15;1440;0,3597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;16;1440;0,1549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;17;1440;0,3833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;18;1200;0,7408
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;19;1200;0,9725
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-30;20;1200;0,985
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;9;1440;0,0278
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;10;1440;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;11;1440;0,0063
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;12;1440;0,0354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;13;1440;0,0243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;14;1440;0,10
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;15;1440;0,2938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;16;1440;0,5424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;17;1440;0,70
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-10-31;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;13;1440;0,3451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;14;1440;0,4653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;15;1440;0,759
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;16;1440;0,5778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;17;1440;0,7118
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-01;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;9;1440;0,2264
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;10;1440;0,5313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;11;1440;0,5639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;12;1440;0,5361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;13;1440;0,384
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;14;1440;0,5708
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;15;1440;0,5743
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;16;1440;0,384
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;17;1440;0,434
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;18;1200;0,5358
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;19;1200;0,5042
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-02;20;1200;0,6275
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;9;1440;0,1674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;10;1440;0,3938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;11;1440;0,2715
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;12;1440;0,30
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;13;1440;0,309
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;14;1440;0,1931
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;15;1440;0,2542
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;16;1440;0,3389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;17;1440;0,3639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;18;1200;0,8383
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;19;1200;0,9175
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-03;20;1200;0,9125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;9;1440;0,3826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;10;1440;0,5431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;11;1440;0,3708
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;12;1440;0,3764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;13;1440;0,4868
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;14;1440;0,3861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;15;1440;0,2125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;16;1440;0,3951
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;17;1440;0,6069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;18;1200;0,835
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;19;1200;0,9925
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-04;20;1200;0,8967
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;9;1440;0,7597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;10;1440;0,8201
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;11;1440;0,5924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;12;1440;0,7111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;13;1440;0,7049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;14;1440;0,6188
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;15;1440;0,5257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;16;1440;0,35
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;17;1440;0,3993
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;18;1200;0,7167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;19;1200;0,7967
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-05;20;1200;0,8033
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;9;1440;0,2771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;10;1440;0,4167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;11;1440;0,3535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;12;1440;0,4889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;13;1440;0,5451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;14;1440;0,2694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;15;1440;0,3431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;16;1440;0,5375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;17;1440;0,5854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;18;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;19;1200;0,9308
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-06;20;1200;0,8833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;9;1440;0,1139
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;10;1440;0,1618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;11;1440;0,1799
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;12;1440;0,3236
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;13;1440;0,4208
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;14;1440;0,6639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;15;1440;0,7243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;16;1440;0,9549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;17;1440;0,9958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-07;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;13;1440;0,4417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;14;1440;0,6521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;15;1440;0,7132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;16;1440;0,6438
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;17;1440;0,5903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-08;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;9;1440;0,0896
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;10;1440;0,1167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;11;1440;0,1403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;12;1440;0,275
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;13;1440;0,3465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;14;1440;0,4424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;15;1440;0,4236
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;16;1440;0,3514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;17;1440;0,3257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;18;1200;0,6342
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;19;1200;0,6533
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-09;20;1200;0,64
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;9;1440;0,2111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;10;1440;0,2861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;11;1440;0,366
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;12;1440;0,6271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;13;1440;0,6313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;14;1440;0,5764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;15;1440;0,4903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;16;1440;0,4125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;17;1440;0,2771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;18;1200;0,4692
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;19;1200;0,8583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-10;20;1200;0,9133
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;9;1440;0,2438
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;10;1440;0,3833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;11;1440;0,4924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;12;1440;0,5389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;13;1440;0,6549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;14;1440;0,466
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;15;1440;0,3743
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;16;1440;0,3674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;17;1440;0,6514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;18;1200;0,7533
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;19;1200;0,8425
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-11;20;1200;0,8533
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;9;1440;0,3326
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;10;1440;0,4049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;11;1440;0,3771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;12;1440;0,4639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;13;1440;0,5326
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;14;1440;0,4507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;15;1440;0,3729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;16;1440;0,4396
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;17;1440;0,4569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;18;1200;0,7842
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-12;20;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;9;1440;0,1861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;10;1440;0,1083
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;11;1440;0,1111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;12;1440;0,1972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;13;1440;0,5424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;14;1440;0,3486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;15;1440;0,2861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;16;1440;0,3958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;17;1440;0,5479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;18;1200;0,8217
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;19;1200;0,9517
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-13;20;1200;0,9192
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;9;1440;0,1049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;10;1440;0,166
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;11;1440;0,1618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;12;1440;0,2583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;13;1440;0,4014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;14;1440;0,541
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;15;1440;0,7132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;16;1440;0,8556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;17;1440;0,9694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-14;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-15;13;1440;0,4319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-15;14;1440;0,6361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-15;15;1440;0,7729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-11-15;16;1440;0,7528
