NoTroncon;DescriptionTroncon;DateCreation;NoHeure;NbMinDispo;TxOccupation
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;9;1440;0,0854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;10;1440;0,2125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;11;1440;0,4549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;12;1440;0,6771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;13;1440;0,7181
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;14;1440;0,5403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;15;1440;0,4514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;16;1440;0,5313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;17;1440;0,5222
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;18;1200;0,92
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;19;1200;0,9367
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-26;20;1200;0,9242
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;9;1440;0,1389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;10;1440;0,2674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;11;1440;0,2472
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;12;1440;0,3507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;13;1440;0,6361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;14;1440;0,5604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;15;1440;0,4007
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;16;1440;0,4493
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;17;1440;0,3646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;18;1200;0,7833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;19;1200;0,9275
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-27;20;1200;0,8608
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;9;1440;0,1882
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;10;1440;0,8229
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;11;1440;0,7431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;12;1440;0,6403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;13;1440;0,8618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;14;1440;0,7951
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;15;1440;0,9472
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;16;1440;0,7618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;17;1440;0,8264
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-02-28;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;13;1440;0,5083
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;14;1440;0,6833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;15;1440;0,659
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;16;1440;0,5299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;17;1440;0,3875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-01;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;9;1440;0,1778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;10;1440;0,1493
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;11;1440;0,1944
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;12;1440;0,2014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;13;1440;0,3243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;14;1440;0,4299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;15;1440;0,3014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;16;1440;0,50
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;17;1440;0,60
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;18;1200;0,5458
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;19;1200;0,4917
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-02;20;1200;0,6683
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;9;1440;0,1632
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;10;1440;0,3243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;11;1440;0,7313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;12;1440;0,7507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;13;1440;0,7035
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;14;1440;0,8063
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;15;1440;0,6653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;16;1440;0,4764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;17;1440;0,5965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;18;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-03;20;1200;0,9833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;9;1440;0,0556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;10;1440;0,2299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;11;1440;0,2563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;12;1440;0,5743
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;13;1440;0,5701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;14;1440;0,4931
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;15;1440;0,4333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;16;1440;0,5146
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;17;1440;0,6278
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;18;1200;0,7783
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;19;1200;0,7508
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-04;20;1200;0,8675
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;9;1440;0,1771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;10;1440;0,2799
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;11;1440;0,3313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;12;1440;0,325
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;13;1440;0,4993
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;14;1440;0,5229
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;15;1440;0,3688
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;16;1440;0,409
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;17;1440;0,4243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;18;1200;0,5383
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;19;1200;0,6675
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-05;20;1200;0,6717
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;9;1440;0,0042
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;10;1440;0,2618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;11;1440;0,4118
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;12;1440;0,5549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;13;1440;0,4868
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;14;1440;0,4063
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;15;1440;0,3819
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;16;1440;0,3708
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;17;1440;0,3361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;18;1200;0,9167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;19;1200;0,9442
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-06;20;1200;0,8025
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;9;1440;0,0451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;10;1440;0,2958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;11;1440;0,4361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;12;1440;0,4785
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;13;1440;0,5563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;14;1440;0,7257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;15;1440;0,8229
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;16;1440;0,8451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;17;1440;0,8076
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-07;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;13;1440;0,5611
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;14;1440;0,5708
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;15;1440;0,5854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;16;1440;0,5528
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;17;1440;0,60
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-08;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;9;1440;0,2049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;10;1440;0,266
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;11;1440;0,3097
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;12;1440;0,3104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;13;1440;0,5069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;14;1440;0,4611
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;15;1440;0,3431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;16;1440;0,4556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;17;1440;0,4826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;18;1200;0,6133
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;19;1200;0,6392
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-09;20;1200;0,7742
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;9;1440;0,159
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;10;1440;0,2444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;11;1440;0,3035
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;12;1440;0,5701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;13;1440;0,5917
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;14;1440;0,3688
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;15;1440;0,391
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;16;1440;0,3771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;17;1440;0,4778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;18;1200;0,5983
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;19;1200;0,87
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-10;20;1200;0,8375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;9;1440;0,1757
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;10;1440;0,341
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;11;1440;0,5319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;12;1440;0,6597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;13;1440;0,6424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;14;1440;0,5764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;15;1440;0,4139
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;16;1440;0,5021
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;17;1440;0,3271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;18;1200;0,7717
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-11;20;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;9;1440;0,1639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;10;1440;0,3389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;11;1440;0,3903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;12;1440;0,5722
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;13;1440;0,4042
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;14;1440;0,3563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;15;1440;0,6583
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;16;1440;0,5368
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;17;1440;0,4618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;18;1200;0,8942
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-12;20;1200;0,9983
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;9;1440;0,1826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;10;1440;0,2521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;11;1440;0,2056
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;12;1440;0,4313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;13;1440;0,6382
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;14;1440;0,7965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;15;1440;0,6333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;16;1440;0,3618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;17;1440;0,4417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;18;1200;0,89
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-13;20;1200;0,9458
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;9;1440;0,0618
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;10;1440;0,0847
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;11;1440;0,0465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;12;1440;0,2611
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;13;1440;0,6646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;14;1440;0,6451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;15;1440;0,7694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;16;1440;0,7056
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;17;1440;0,809
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-14;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;13;1440;0,3604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;14;1440;0,4826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;15;1440;0,7285
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;16;1440;0,6556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;17;1440;0,4111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-15;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;9;1440;0,1799
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;10;1440;0,3903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;11;1440;0,5278
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;12;1440;0,6938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;13;1440;0,5507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;14;1440;0,5208
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;15;1440;0,6653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;16;1440;0,5222
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;17;1440;0,2569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;18;1200;0,5208
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;19;1200;0,8708
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-16;20;1200;0,9292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;9;1440;0,0424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;10;1440;0,1257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;11;1440;0,1319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;12;1440;0,2646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;13;1440;0,3729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;14;1440;0,5931
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;15;1440;0,7667
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;16;1440;0,7285
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;17;1440;0,7354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;18;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;19;1200;0,8858
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-17;20;1200;0,8992
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;9;1440;0,1444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;10;1440;0,241
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;11;1440;0,3354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;12;1440;0,4833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;13;1440;0,5632
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;14;1440;0,6188
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;15;1440;0,7528
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;16;1440;0,5715
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;17;1440;0,5549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;18;1200;0,8292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-18;20;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;9;1440;0,10
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;10;1440;0,3104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;11;1440;0,3667
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;12;1440;0,5938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;13;1440;0,7444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;14;1440;0,6347
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;15;1440;0,4778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;16;1440;0,4653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;17;1440;0,4736
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;18;1200;0,8942
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;19;1200;0,8958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-19;20;1200;0,9983
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;9;1440;0,209
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;10;1440;0,1889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;11;1440;0,2403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;12;1440;0,3778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;13;1440;0,4347
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;14;1440;0,384
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;15;1440;0,3792
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;16;1440;0,4507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;17;1440;0,6319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;18;1200;0,8992
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;19;1200;0,8742
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-20;20;1200;0,8917
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;9;1440;0,0451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;10;1440;0,1403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;11;1440;0,1958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;12;1440;0,3528
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;13;1440;0,5736
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;14;1440;0,7292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;15;1440;0,7694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;16;1440;0,7771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;17;1440;0,8292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-21;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;13;1440;0,5806
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;14;1440;0,7444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;15;1440;0,8701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;16;1440;0,584
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;17;1440;0,6771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-22;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;9;1440;0,0535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;10;1440;0,1396
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;11;1440;0,209
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;12;1440;0,3972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;13;1440;0,4958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;14;1440;0,5549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;15;1440;0,4722
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;16;1440;0,3722
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;17;1440;0,1972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;18;1200;0,1975
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;19;1200;0,4417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-23;20;1200;0,71
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;9;1440;0,1479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;10;1440;0,2097
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;11;1440;0,2153
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;12;1440;0,4354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;13;1440;0,4674
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;14;1440;0,3965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;15;1440;0,3396
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;16;1440;0,4681
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;17;1440;0,4236
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;18;1200;0,4392
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;19;1200;0,7842
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-24;20;1200;0,9692
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;9;1440;0,1056
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;10;1440;0,1556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;11;1440;0,2646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;12;1440;0,4958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;13;1440;0,6632
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;14;1440;0,6563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;15;1440;0,5264
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;16;1440;0,425
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;17;1440;0,4292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;18;1200;0,7767
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;19;1200;0,945
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-25;20;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;9;1440;0,2354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;10;1440;0,2465
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;11;1440;0,3146
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;12;1440;0,5597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;13;1440;0,5111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;14;1440;0,3826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;15;1440;0,3188
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;16;1440;0,3021
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;17;1440;0,5146
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;18;1200;0,9483
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;19;1200;0,9217
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-26;20;1200;0,9558
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-27;9;1440;0,0819
402;Saint-Denis entre Sherbrooke et Ontario - Est;2015-03-27;10;1440;0,3104
